#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,id
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:36:00Z,31697.19462890625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:36:10Z,73946.41875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:36:20Z,41010.2267578125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:36:30Z,43477.31528320313,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:36:40Z,97182.86337890624,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:36:50Z,36198.521484375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:37:00Z,96380.91123046874,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:37:10Z,52590.69970703125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:37:20Z,36403.20341796875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:37:30Z,49728.50673828125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:37:40Z,28144.61875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:37:50Z,18674.719140625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:38:00Z,19179.71357421875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:38:10Z,26383.01103515625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:38:20Z,24867.1896484375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:38:30Z,31474.0568359375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:38:40Z,21821.2861328125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:38:50Z,20604.09921875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:39:00Z,79399.01328125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:39:10Z,13860.49697265625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:39:20Z,27856.8896484375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:39:30Z,24867.18955078125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:39:40Z,15573.45078125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:39:50Z,13217.9294921875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:40:00Z,29168.0294921875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:40:10Z,19805.50341796875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:40:20Z,55608.92158203125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:40:30Z,55894.13291015625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:40:40Z,1046540.9293945313,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:40:50Z,7104163.6859375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:41:00Z,5975280.941992188,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:41:10Z,51125792.751464844,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:41:20Z,42721923.720703125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:41:30Z,13607648.44638672,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:41:40Z,44570403.75117187,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:41:50Z,12981.37099609375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:42:00Z,48762924.03408203,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:42:10Z,31984.92373046875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:42:20Z,55962201.34814453,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:42:30Z,33349.749609375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:42:40Z,38678324.108105466,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:42:50Z,10382612.717382813,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:43:00Z,1474031.9501953125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:43:10Z,47266060.762988284,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:43:20Z,14365.49111328125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:43:30Z,47952934.51650391,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:43:40Z,20712.31201171875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:43:50Z,44904946.43769531,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:44:00Z,65634.146875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:44:10Z,46004520.94394531,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:44:20Z,5365943.34375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:44:30Z,7207826.671582031,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:44:40Z,31702138.705859374,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:44:50Z,907990.5129882812,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:45:00Z,40776284.975097656,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:45:10Z,1464245.78984375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:45:20Z,25155836.84296875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:45:30Z,4425335.322265625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:45:40Z,30932.9919921875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:45:50Z,25163317.31035156,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:46:00Z,46454.4337890625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:46:10Z,31010106.305273436,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:46:20Z,32056.2263671875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:46:30Z,22510.829443359376,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:46:40Z,43407599.77460937,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:46:50Z,39782.1349609375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:47:00Z,8349169.821875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:47:10Z,4781363.216796875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:47:20Z,12866336.898242187,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:47:30Z,78302391.221875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:47:40Z,38377451.8,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:47:50Z,101110272.4,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:48:00Z,26174377.8828125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:48:10Z,16508.78046875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:48:20Z,14492.15927734375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:48:30Z,39033.8705078125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:48:40Z,23061.96123046875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:48:50Z,24195.26181640625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:49:00Z,84598.273828125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:49:10Z,42309678.145800784,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:49:20Z,32026.86611328125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:49:30Z,13014542.797851562,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:49:40Z,34916148.20595703,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:49:50Z,27817.46318359375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:50:00Z,47285269.791015625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:50:10Z,543200.9393554687,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:50:20Z,28319943.522851564,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:50:30Z,7947295.0146484375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:50:40Z,32315684.99423828,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:50:50Z,3884624.9229492187,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:51:00Z,6332329.657617187,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:51:10Z,43365742.02460937,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:51:20Z,18251.93330078125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:51:30Z,52853058.22929688,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:51:40Z,39642.0447265625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:51:50Z,40729000.29326172,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:52:00Z,7239632.474853516,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:52:10Z,40781644.95839844,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:52:20Z,16708.42958984375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:52:30Z,376412.7681640625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:52:40Z,46508348.89101563,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:52:50Z,37108.6845703125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:53:00Z,46068234.30761719,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:53:10Z,12576798.249609375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:53:20Z,28407.182421875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:53:30Z,54834831.47949219,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:53:40Z,20668.69140625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:53:50Z,38730391.029980466,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:54:00Z,73720.7634765625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:54:10Z,42923070.25869141,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:54:20Z,27170.7009765625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:54:30Z,32450.491796875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:54:40Z,48859510.37080078,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:54:50Z,26584.33779296875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:55:00Z,36656203.119140625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:55:10Z,23094.67685546875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:55:20Z,44653173.40644531,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:55:30Z,41948.07333984375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:55:40Z,51726153.8984375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:55:50Z,29487.63466796875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:56:00Z,40959.89482421875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:56:10Z,41252468.55976562,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:56:20Z,30782.8353515625,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:56:30Z,26657474.81435547,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:56:40Z,23427.70439453125,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:56:50Z,41915699.574121095,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:57:00Z,31607.4359375,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:57:10Z,38054412.16796875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
,,1,2024-10-29T18:22:12.987295769Z,2024-10-29T19:22:12.987295769Z,2024-10-29T18:57:20Z,9882379.30546875,downlink_throughput_bps,spacex.starlink.user_terminal.history,ut01000000-00000000-0030f494
